,Mun,UF,Atingido_Alagamentos,Atingido_Des,Atingido_Enchente,Atingido_Enxurrada,Nao_ATV_P&DC,Nao_Instr_Inundacao,Nao_Medida_Estrutural_RRD,Nao_RR_Seca,Nao_Red_Des,Nao_Red_Enchente,Nao_Red_Enxurrada,Tem_Instr_Deslizamento,Tem_Red_Des
1625,Sirinhaém,PE,1,1,1,1,0,0,0,0,0,0,0,1,1
1626,Moreilândia,PE,0,0,1,1,0,1,0,0,0,0,0,0,0
1627,Solidão,PE,0,0,0,0,0,0,0,0,0,0,0,1,1
1628,Surubim,PE,1,0,1,1,0,0,0,0,0,0,0,1,1
1629,Tabira,PE,1,0,0,1,0,0,0,0,0,0,0,1,1
1630,Tacaimbó,PE,0,0,0,0,0,1,0,0,0,0,0,0,0
1631,Tacaratu,PE,0,0,0,0,0,1,0,0,0,0,0,0,0
1632,Tamandaré,PE,1,0,1,1,0,0,0,0,0,0,0,1,1
1633,Taquaritinga do Norte,PE,0,0,0,0,0,0,0,0,0,0,0,1,1
1634,Terezinha,PE,0,0,0,0,0,1,0,0,0,0,0,0,0
1635,Terra Nova,PE,0,0,0,1,0,0,0,0,0,0,1,1,1
1636,Timbaúba,PE,1,1,0,0,0,1,0,0,0,0,0,0,1
1637,Toritama,PE,1,0,0,0,0,1,0,0,0,0,0,1,1
1638,Tracunhaém,PE,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,Trindade,PE,1,0,1,1,0,0,0,0,0,1,0,1,1
1640,Triunfo,PE,0,0,0,0,0,0,0,0,0,0,0,1,1
1641,Tupanatinga,PE,0,0,0,0,0,0,0,0,0,0,0,1,1
1642,Tuparetama,PE,0,0,0,0,0,1,0,0,0,0,0,0,0
1643,Venturosa,PE,0,0,0,0,0,0,0,0,0,0,0,1,1
1644,Verdejante,PE,0,0,0,0,0,1,0,0,0,0,0,0,0
1645,Vertente do Lério,PE,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,Vertentes,PE,1,0,0,0,0,0,0,0,0,0,0,1,1
1647,Vicência,PE,0,1,1,0,0,0,0,0,0,0,0,1,1
1648,Vitória de Santo Antão,PE,1,0,0,0,0,0,0,0,0,0,0,1,1
1649,Xexéu,PE,1,0,1,1,1,1,1,0,0,1,0,0,0
1650,Água Branca,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1651,Anadia,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1652,Arapiraca,AL,1,0,0,0,0,0,0,0,0,0,0,1,1
1653,Atalaia,AL,1,0,1,0,0,0,0,0,0,1,0,1,1
1654,Barra de Santo Antônio,AL,0,0,0,1,0,0,0,0,0,0,0,1,1
1655,Barra de São Miguel,AL,0,1,0,0,0,0,0,0,0,0,0,1,1
1656,Batalha,AL,1,0,1,1,0,1,0,0,0,1,1,0,0
1657,Belém,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1658,Belo Monte,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1659,Boca da Mata,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1660,Branquinha,AL,1,1,1,0,0,0,0,0,0,0,0,1,1
1661,Cacimbinhas,AL,1,0,1,1,1,1,0,0,0,1,1,0,0
1662,Cajueiro,AL,1,0,1,1,0,0,0,0,0,1,1,1,1
1663,Campestre,AL,0,1,1,1,0,0,0,0,1,1,1,1,1
1664,Campo Alegre,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,Campo Grande,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1666,Canapi,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1667,Capela,AL,1,0,1,1,0,0,0,0,0,0,0,0,0
1668,Carneiros,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1669,Chã Preta,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1670,Coité do Nóia,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1671,Colônia Leopoldina,AL,1,0,1,0,0,0,0,0,0,1,0,1,1
1672,Coqueiro Seco,AL,0,1,0,1,0,0,0,0,0,0,0,1,1
1673,Coruripe,AL,0,1,0,0,0,0,0,0,0,0,0,1,1
1674,Craíbas,AL,0,0,0,0,0,1,1,0,0,0,0,0,0
1675,Delmiro Gouveia,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1676,Dois Riachos,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,Estrela de Alagoas,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1678,Feira Grande,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1679,Feliz Deserto,AL,0,0,0,0,0,1,0,0,0,0,0,1,1
1680,Flexeiras,AL,1,0,1,0,0,0,0,0,0,0,0,1,1
1681,Girau do Ponciano,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1682,Ibateguara,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1683,Igaci,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1684,Igreja Nova,AL,1,0,1,1,0,0,0,0,0,1,1,1,1
1685,Inhapi,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1686,Jacaré dos Homens,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1687,Jacuípe,AL,1,1,1,1,0,0,0,0,1,1,1,1,1
1688,Japaratinga,AL,1,0,0,0,0,1,0,0,0,0,0,0,0
1689,Jaramataia,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1690,Jequiá da Praia,AL,0,1,0,0,0,0,0,0,0,0,0,1,1
1691,Joaquim Gomes,AL,1,1,1,0,1,0,0,0,0,0,0,1,1
1692,Jundiá,AL,1,0,1,1,0,1,0,0,0,1,1,0,0
1693,Junqueiro,AL,0,0,0,0,0,1,0,0,0,0,0,1,1
1694,Lagoa da Canoa,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1695,Limoeiro de Anadia,AL,0,0,0,0,0,1,1,0,0,0,0,0,0
1696,Maceió,AL,1,1,1,0,0,0,0,0,0,0,0,1,1
1697,Major Isidoro,AL,1,0,1,1,0,1,0,0,0,1,1,0,0
1698,Maragogi,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1699,Maravilha,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1700,Marechal Deodoro,AL,1,1,1,0,1,0,1,0,0,0,0,1,1
1701,Maribondo,AL,1,0,0,0,0,1,0,0,0,0,0,0,0
1702,Mar Vermelho,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1703,Mata Grande,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1704,Matriz de Camaragibe,AL,1,0,1,0,0,0,0,0,0,0,0,1,1
1705,Messias,AL,0,1,0,0,1,0,1,0,0,0,0,1,1
1706,Minador do Negrão,AL,1,0,1,0,0,1,0,0,0,1,0,0,0
1707,Monteirópolis,AL,0,0,0,0,1,0,0,0,0,0,0,0,0
1708,Murici,AL,1,0,1,0,0,0,0,0,0,0,0,1,1
1709,Novo Lino,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1710,Olho dÁgua das Flores,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1711,Olho dÁgua do Casado,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1712,Olho dÁgua Grande,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,Olivença,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1714,Ouro Branco,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1715,Palestina,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1716,Palmeira dos Índios,AL,0,1,0,1,0,0,0,0,1,0,1,1,1
1717,Pão de Açúcar,AL,0,0,0,0,0,0,0,0,0,0,0,1,0
1718,Pariconha,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1719,Paripueira,AL,0,1,0,0,0,0,0,0,0,0,0,1,1
1720,Passo de Camaragibe,AL,1,0,1,0,0,0,0,0,0,0,0,1,1
1721,Paulo Jacinto,AL,1,0,1,1,0,0,0,0,0,0,0,1,1
1722,Penedo,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,Piaçabuçu,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,Pilar,AL,1,1,1,0,0,0,0,0,0,0,0,1,1
1725,Pindoba,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1726,Piranhas,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1727,Poço das Trincheiras,AL,1,0,1,0,0,0,0,0,0,0,0,0,0
1728,Porto Calvo,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1729,Porto de Pedras,AL,1,1,1,0,0,0,0,0,0,0,0,1,1
1730,Porto Real do Colégio,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1731,Quebrangulo,AL,0,0,1,1,0,0,0,0,0,1,1,0,0
1732,Rio Largo,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1733,Roteiro,AL,0,1,0,0,0,0,0,0,0,0,0,1,1
1734,Santa Luzia do Norte,AL,1,0,0,0,0,1,0,0,0,0,0,0,0
1735,Santana do Ipanema,AL,0,0,1,1,0,0,1,0,0,1,1,1,1
1736,Santana do Mundaú,AL,0,1,0,0,0,0,0,0,0,0,0,1,1
1737,São Brás,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,São José da Laje,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1739,São José da Tapera,AL,0,0,0,0,0,0,0,0,0,0,0,1,0
1740,São Luís do Quitunde,AL,0,1,1,1,1,0,0,0,1,1,1,1,1
1741,São Miguel dos Campos,AL,1,1,1,1,0,0,0,0,0,0,0,1,1
1742,São Miguel dos Milagres,AL,1,0,1,0,0,1,0,0,0,0,0,1,1
1743,São Sebastião,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Satuba,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1745,Senador Rui Palmeira,AL,0,0,0,0,0,0,0,0,0,0,0,1,0
1746,Tanque dArca,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1747,Taquarana,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1748,Teotônio Vilela,AL,0,0,0,0,0,0,0,0,0,0,0,1,1
1749,Traipu,AL,0,0,0,0,0,1,0,0,0,0,0,0,0
1750,União dos Palmares,AL,1,0,1,1,0,0,0,0,0,0,0,1,1
1751,Viçosa,AL,0,1,0,1,0,0,0,0,0,0,0,1,1
1752,Amparo de São Francisco,SE,0,0,0,0,0,0,0,0,0,0,0,1,1
1753,Aquidabã,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1754,Aracaju,SE,1,1,1,0,0,0,0,0,0,1,0,1,1
1755,Arauá,SE,0,0,0,0,1,0,0,0,0,0,0,1,1
1756,Areia Branca,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1757,Barra dos Coqueiros,SE,1,0,0,0,0,0,0,0,0,0,0,0,0
1758,Boquim,SE,0,0,0,0,0,0,0,0,0,0,0,1,0
1759,Brejo Grande,SE,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,Campo do Brito,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1761,Canhoba,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1762,Canindé de São Francisco,SE,0,0,0,1,0,0,0,0,0,0,1,1,1
1763,Capela,SE,1,1,1,1,0,1,0,0,1,0,1,0,0
1764,Carira,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1765,Carmópolis,SE,1,0,1,0,0,0,0,0,0,0,0,1,1
1766,Cedro de São João,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1767,Cristinápolis,SE,1,0,1,0,0,0,0,0,0,0,0,1,1
1768,Cumbe,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1769,Divina Pastora,SE,0,1,0,0,0,0,0,0,1,0,0,1,1
1770,Estância,SE,1,1,1,1,0,0,0,0,0,0,0,1,1
1771,Feira Nova,SE,1,0,1,0,0,0,0,0,0,1,0,0,0
1772,Frei Paulo,SE,0,0,0,0,0,0,0,0,0,0,0,1,0
1773,Gararu,SE,0,0,1,0,1,0,0,0,0,1,0,1,1
1774,General Maynard,SE,0,0,0,0,0,1,0,0,0,0,0,1,0
1775,Graccho Cardoso,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1776,Ilha das Flores,SE,1,0,0,0,1,1,0,0,0,0,0,0,0
1777,Indiaroba,SE,1,1,0,0,0,0,0,0,0,0,0,1,1
1778,Itabaiana,SE,1,0,1,1,0,0,0,0,0,0,0,1,1
1779,Itabaianinha,SE,1,0,0,0,0,0,0,0,0,0,0,1,1
1780,Itabi,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1781,Itaporanga dAjuda,SE,0,0,0,0,1,0,1,0,0,0,0,1,1
1782,Japaratuba,SE,1,0,1,0,0,0,0,0,0,0,0,1,1
1783,Japoatã,SE,1,0,1,0,0,0,0,0,0,0,0,1,1
1784,Lagarto,SE,1,0,1,1,0,0,0,0,0,0,0,1,1
1785,Laranjeiras,SE,1,1,1,0,0,1,0,0,0,0,0,1,1
1786,Macambira,SE,0,0,0,0,1,1,0,0,0,0,0,0,0
1787,Malhada dos Bois,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1788,Malhador,SE,1,0,1,0,0,0,0,0,0,0,0,1,1
1789,Maruim,SE,0,0,0,0,0,0,0,0,0,0,0,1,1
1790,Moita Bonita,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1791,Monte Alegre de Sergipe,SE,0,0,1,1,0,0,0,0,0,0,0,0,0
1792,Muribeca,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1793,Neópolis,SE,0,0,0,0,0,0,0,0,0,0,0,1,1
1794,Nossa Senhora Aparecida,SE,0,0,1,0,0,1,0,0,0,1,0,0,0
1795,Nossa Senhora da Glória,SE,0,0,0,0,0,1,0,0,0,0,0,1,1
1796,Nossa Senhora das Dores,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1797,Nossa Senhora de Lourdes,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1798,Nossa Senhora do Socorro,SE,1,1,1,0,0,0,0,0,0,1,0,1,1
1799,Pacatuba,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,Pedra Mole,SE,0,0,1,1,0,0,0,0,0,0,0,1,1
1801,Pedrinhas,SE,0,0,0,0,1,1,0,0,0,0,0,1,1
1802,Pinhão,SE,1,0,0,0,0,0,0,0,0,0,0,1,1
1803,Pirambu,SE,0,0,0,0,0,1,1,0,0,0,0,1,0
1804,Poço Redondo,SE,0,0,0,0,0,0,0,0,0,0,0,1,1
1805,Poço Verde,SE,1,0,0,0,0,1,1,0,0,0,0,0,0
1806,Porto da Folha,SE,0,0,1,1,0,0,0,0,0,0,0,1,1
1807,Propriá,SE,1,1,1,1,0,0,0,0,0,0,0,0,1
1808,Riachão do Dantas,SE,1,0,0,1,1,1,0,0,0,0,1,0,0
1809,Riachuelo,SE,1,0,1,1,0,0,0,0,0,0,0,0,0
1810,Ribeirópolis,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1811,Rosário do Catete,SE,1,0,1,0,0,1,0,0,0,1,0,0,0
1812,Salgado,SE,1,0,1,0,1,1,0,0,0,0,0,1,1
1813,Santa Luzia do Itanhy,SE,1,0,1,0,0,1,0,0,0,0,0,0,0
1814,Santana do São Francisco,SE,0,0,0,0,0,0,0,0,0,0,0,1,1
1815,Santa Rosa de Lima,SE,1,0,1,0,1,1,0,0,0,0,0,0,0
1816,Santo Amaro das Brotas,SE,1,0,0,0,0,0,0,0,0,0,0,1,1
1817,São Cristóvão,SE,1,1,1,1,0,0,0,0,0,0,1,1,1
1818,São Domingos,SE,0,0,0,0,0,0,0,0,0,0,0,1,1
1819,São Francisco,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1820,São Miguel do Aleixo,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1821,Simão Dias,SE,0,0,0,0,1,1,0,0,0,0,0,0,0
1822,Siriri,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1823,Telha,SE,0,0,0,0,0,1,0,0,0,0,0,0,0
1824,Tobias Barreto,SE,1,0,1,1,0,0,0,0,0,1,1,1,1
1825,Tomar do Geru,SE,0,0,0,0,0,1,1,0,0,0,0,0,0
1826,Umbaúba,SE,1,0,0,0,0,0,0,0,0,0,0,1,0
1827,Abaíra,BA,1,0,0,0,0,0,0,0,0,0,0,0,0
1828,Abaré,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1829,Acajutiba,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1830,Adustina,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1831,Água Fria,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1832,Érico Cardoso,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1833,Aiquara,BA,1,0,1,0,0,0,0,0,0,0,0,1,0
1834,Alagoinhas,BA,1,0,1,0,1,0,0,0,0,0,0,1,0
1835,Alcobaça,BA,0,0,0,0,0,1,1,0,0,0,0,0,0
1836,Almadina,BA,1,0,1,1,1,0,0,0,0,0,0,0,0
1837,Amargosa,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1838,Amélia Rodrigues,BA,1,1,1,1,1,1,0,0,1,0,1,0,0
1839,América Dourada,BA,1,0,1,1,1,0,0,0,0,1,1,0,0
1840,Anagé,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1841,Andaraí,BA,1,0,0,1,1,0,1,0,0,0,0,1,1
1842,Andorinha,BA,1,0,1,1,0,0,0,0,0,0,0,1,1
1843,Angical,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1844,Anguera,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1845,Antas,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1846,Antônio Cardoso,BA,0,0,0,0,0,0,0,0,0,0,0,1,1
1847,Antônio Gonçalves,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,Aporá,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1849,Apuarema,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1850,Aracatu,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1851,Araçás,BA,0,0,0,0,1,1,0,0,0,0,0,0,0
1852,Araci,BA,0,0,0,0,0,1,0,0,0,0,0,1,1
1853,Aramari,BA,0,0,0,1,0,1,0,0,0,0,0,0,0
1854,Arataca,BA,0,0,0,0,1,1,0,0,0,0,0,0,0
1855,Aratuípe,BA,0,1,0,0,0,0,0,0,0,0,0,1,1
1856,Aurelino Leal,BA,0,0,0,0,0,1,0,1,0,0,0,0,0
1857,Baianópolis,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1858,Baixa Grande,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,Banzaê,BA,1,0,0,0,0,1,0,0,0,0,0,0,0
1860,Barra,BA,1,0,0,1,0,0,0,0,0,0,0,0,0
1861,Barra da Estiva,BA,0,0,0,0,0,1,0,0,0,0,0,1,1
1862,Barra do Choça,BA,0,0,0,0,1,1,0,0,0,0,0,0,0
1863,Barra do Mendes,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1864,Barra do Rocha,BA,1,0,1,0,0,1,0,0,0,0,0,1,0
1865,Barreiras,BA,1,0,0,1,0,0,0,0,0,0,0,1,1
1866,Barro Alto,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1867,Barrocas,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1868,Barro Preto,BA,1,0,0,0,0,1,0,0,0,0,0,1,1
1869,Belmonte,BA,1,1,1,1,0,0,0,0,1,0,0,1,1
1870,Belo Campo,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1871,Biritinga,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1872,Boa Nova,BA,0,0,0,0,0,0,0,0,0,0,0,1,1
1873,Boa Vista do Tupim,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1874,Bom Jesus da Lapa,BA,0,0,0,0,1,0,0,0,0,0,0,1,1
1875,Bom Jesus da Serra,BA,0,0,0,0,0,0,0,0,0,0,0,1,0
1876,Boninal,BA,0,0,0,0,0,1,0,0,0,0,0,1,0
1877,Bonito,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1878,Boquira,BA,0,0,0,1,0,1,0,0,0,0,0,0,0
1879,Botuporã,BA,0,0,0,0,1,1,0,0,0,0,0,0,0
1880,Brejões,BA,0,0,0,0,0,1,1,0,0,0,0,0,0
1881,Brejolândia,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1882,Brotas de Macaúbas,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1883,Brumado,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1884,Buerarema,BA,1,0,1,1,0,0,0,0,0,0,0,1,1
1885,Buritirama,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1886,Caatiba,BA,1,1,1,1,0,0,0,0,0,0,0,1,1
1887,Cabaceiras do Paraguaçu,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1888,Cachoeira,BA,1,1,0,0,0,1,0,0,0,0,0,0,1
1889,Caculé,BA,0,0,0,0,0,0,0,0,0,0,0,1,0
1890,Caém,BA,0,0,0,0,1,1,0,0,0,0,0,0,0
1891,Caetanos,BA,0,0,0,0,0,1,0,0,0,0,0,1,1
1892,Caetité,BA,1,0,0,1,0,1,1,0,0,0,0,1,0
1893,Cafarnaum,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1894,Cairu,BA,0,1,0,0,0,1,0,0,0,0,0,0,0
1895,Caldeirão Grande,BA,0,0,0,1,0,0,0,0,0,0,0,0,0
1896,Camacan,BA,1,1,1,0,0,0,0,1,0,1,0,1,1
1897,Camaçari,BA,1,1,1,1,0,0,0,0,0,0,0,1,1
1898,Camamu,BA,1,1,1,1,0,0,0,0,1,0,0,1,1
1899,Campo Alegre de Lourdes,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1900,Campo Formoso,BA,1,0,0,0,0,0,0,0,0,0,0,1,0
1901,Canápolis,BA,1,0,1,1,0,0,0,0,0,0,0,1,0
1902,Canarana,BA,1,0,1,0,0,0,0,0,0,0,0,1,1
1903,Canavieiras,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1904,Candeal,BA,0,0,0,0,0,1,0,0,0,0,0,1,1
1905,Candeias,BA,1,1,1,1,0,0,0,0,0,0,0,1,1
1906,Candiba,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1907,Cândido Sales,BA,0,0,1,0,0,1,0,0,0,0,0,0,0
1908,Cansanção,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1909,Canudos,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1910,Capela do Alto Alegre,BA,0,0,0,0,0,1,1,0,0,0,0,0,0
1911,Capim Grosso,BA,0,0,0,0,0,0,0,0,0,0,0,1,1
1912,Caraíbas,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1913,Caravelas,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1914,Cardeal da Silva,BA,0,0,1,1,0,0,0,0,0,0,0,1,0
1915,Carinhanha,BA,1,0,0,0,0,1,0,1,0,0,0,0,0
1916,Casa Nova,BA,0,1,1,1,0,0,0,0,0,0,1,1,1
1917,Castro Alves,BA,1,0,0,0,0,0,0,0,0,0,0,1,0
1918,Catolândia,BA,1,0,0,0,0,1,1,0,0,0,0,0,0
1919,Catu,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Caturama,BA,1,1,1,1,1,0,0,0,0,0,0,1,1
1921,Central,BA,1,0,0,1,0,1,0,0,0,0,1,0,0
1922,Chorrochó,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1923,Cícero Dantas,BA,0,1,0,0,0,0,0,0,0,0,0,1,1
1924,Cipó,BA,1,0,1,0,0,0,0,0,0,0,0,1,0
1925,Coaraci,BA,1,1,1,1,0,1,0,0,0,0,0,0,1
1926,Cocos,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1927,Conceição da Feira,BA,0,0,0,0,1,1,0,0,0,0,0,0,0
1928,Conceição do Almeida,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1929,Conceição do Coité,BA,0,0,0,0,1,0,1,0,0,0,0,0,0
1930,Conceição do Jacuípe,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1931,Conde,BA,1,0,1,1,0,0,0,0,0,0,0,1,0
1932,Condeúba,BA,1,0,0,1,1,1,1,0,0,0,0,0,0
1933,Contendas do Sincorá,BA,0,0,1,0,0,1,0,0,0,1,0,0,0
1934,Coração de Maria,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1935,Cordeiros,BA,0,0,0,0,0,0,0,0,0,0,0,1,0
1936,Coribe,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1937,Coronel João Sá,BA,1,0,1,1,0,0,0,0,0,1,0,0,0
1938,Correntina,BA,1,0,1,1,1,1,0,0,0,0,0,0,0
1939,Cotegipe,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Cravolândia,BA,1,0,1,1,0,1,0,0,0,0,0,0,0
1941,Crisópolis,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,Cristópolis,BA,0,0,0,0,0,1,1,0,0,0,0,0,0
1943,Cruz das Almas,BA,0,0,0,0,0,0,0,0,0,0,0,1,1
1944,Curaçá,BA,0,0,1,0,0,1,0,0,0,1,0,1,1
1945,Dário Meira,BA,1,0,1,1,0,1,0,0,0,1,1,0,0
1946,Dias dÁvila,BA,0,0,0,0,0,0,0,0,0,0,0,1,1
1947,Dom Basílio,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1948,Dom Macedo Costa,BA,0,0,0,0,0,1,0,0,0,0,0,1,1
1949,Elísio Medrado,BA,0,1,0,0,0,0,0,0,0,0,0,1,1
1950,Encruzilhada,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1951,Entre Rios,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Esplanada,BA,0,1,0,1,0,1,0,0,0,0,0,1,1
1953,Euclides da Cunha,BA,1,0,1,1,0,0,0,0,0,0,0,1,1
1954,Eunápolis,BA,0,1,0,1,0,0,0,0,0,0,0,1,1
1955,Fátima,BA,0,0,0,0,0,1,1,0,0,0,0,0,0
1956,Feira da Mata,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1957,Feira de Santana,BA,1,0,1,1,0,0,0,0,0,0,0,1,1
1958,Filadélfia,BA,1,1,1,1,0,0,0,0,0,0,0,1,1
1959,Firmino Alves,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1960,Floresta Azul,BA,1,0,1,1,0,0,0,0,0,0,0,1,1
1961,Formosa do Rio Preto,BA,0,1,0,0,1,0,0,0,0,0,0,1,1
1962,Gandu,BA,1,0,1,0,1,0,0,0,0,0,0,1,1
1963,Gavião,BA,1,0,1,0,0,0,0,0,0,1,0,1,0
1964,Gentio do Ouro,BA,0,0,0,1,1,0,0,0,0,0,0,0,0
1965,Glória,BA,1,0,1,0,0,1,0,0,0,0,0,0,0
1966,Gongogi,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Governador Mangabeira,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,Guajeru,BA,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Guanambi,BA,1,0,1,1,0,0,0,0,0,0,0,0,0
1970,Guaratinga,BA,1,1,1,1,0,0,0,0,1,1,1,0,0
1971,Heliópolis,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1972,Iaçu,BA,1,0,1,1,1,1,0,0,0,0,0,0,0
1973,Ibiassucê,BA,0,0,0,0,0,1,0,0,0,0,0,0,0
1974,Ibicaraí,BA,1,0,1,1,0,0,0,0,0,0,0,1,1
